profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir
Songul_Durna-Yildirim,119,238.0,685,32,ankara
amineikra0244,85,21.0,13,2,
Deniz_Unsal2,123,134.0,325,20,
symakrac,103,78.0,892,6,erzurum
PinarFerdi_Keskin,113,9.0,4,10,
Rujdi_Azra,87,30.0,28,1,
tatlianlartatlitatlar,119,126.0,230,25,ankara
Bircan_Telli,120,19.0,78,0,i̇stanbul
Hamiyet_Ordu,107,85.0,1246,24,mersi̇n
melisinmutfagi,100,11.0,50,5,i̇stanbul
ebruuuk,122,283.0,373,121,isparta
saremirel,94,92.0,92,17,i̇stanbul
esraazrakadir,90,22.0,28,33,i̇stanbul
merveacunasyili2815,87,40.0,37,169,
safiyeyagcilar2003,95,57.0,52,7,amasya
bihter07,127,93.0,243,0,
Mavilezzetler,126,155.0,642,4,i̇stanbul
Kezban_Gencer,120,184.0,5673,69,isparta
nesrineslem,90,36.0,149,143,malatya
ilknurtass35,87,7.0,8,14,i̇zmi̇r
gunegunelbahtiyarosmanli8989,124,94.0,117,2,yurtdişi
gulaybrnn,86,2.0,5,1,
Ahmet_Ecdar,88,26.0,34,4,di̇yarbakir
ygmrksnegmailcom,88,58.0,62,58,aydin
EmrElanur_Turan,93,12.0,14,4,teki̇rdağ
enesyigit,127,8.0,5,3,
Ebru_Gerek,87,25.0,116,102,i̇stanbul
tubalitarifler,87,16.0,41,8,
SongulMehmet_Basbug,88,4.0,3,3,konya
SevimDurmus_Ozkaymak,98,193.0,232,194,i̇stanbul
RamazanZseliw_Aydin,115,90.0,281,222,
hos-tarifler,126,99.0,170,9,yurtdişi
Ezo_Koruyan,90,140.0,241,14,gazi̇antep
AsLi_Pektekin,118,5.0,14,40,ankara
Nazife_Akkaya2,88,12.0,20,12,
norveclikartalice,99,4.0,2,4,
hemsbetul,107,9.0,3,4,
Hayal_Ridvan,121,91.0,80,0,
zhrslk,111,17.0,14,3,i̇stanbul
Rumeysa_Dogru2,88,23.0,10,4,bursa
seymos4344,88,8.0,11,7,kütahya
Seyma_Kilic9,116,41.0,190,59,ankara
Selda_Can,121,115.0,191,43,kayseri̇
seherkosar,88,22.0,56,7,
karpuzzz,97,155.0,867,14,
anneeli123,120,10.0,8,0,konya
Seyma_Dogan37,88,3.0,3,3,
Ilk_Nur39,90,30.0,43,21,bi̇tli̇s
besteninmutfagi,88,31.0,40,29,balikesi̇r
filizzkoca,95,28.0,49,0,
ceydagamze,93,2.0,3,3,
aksarayli-5668,102,21.0,85,78,aksaray
bsrhsnn,96,3.0,3,5,
seda6904,96,8.0,14,20,erzurum
habibeekin,89,22.0,72,17,batman
tubablgn,90,12.0,18,37,
sanlisultan,128,29.0,64,106,uşak
zehralpaslan,90,3.0,602,3335,nevşehi̇r
irmakirmak,102,72.0,96,29,
rabiahmyr,93,7.0,6,5,
duyha,124,8.0,9,4,hatay
Meral_Nzl,115,15.0,20,2,kastamonu
fatmadoganer,92,51.0,100,6,
MuhammedTarik_Ozden,126,3.0,2,2,adana
uzunseval,96,3.0,0,0,hatay
kbraslmzz,92,7.0,9,3,elaziğ
Arslantas_Onder,96,2.0,1,0,kayseri̇
sena0606,94,46.0,1923,0,
arzuatali,126,60.0,117,128,
melikebabur,97,102.0,394,70,yalova
Okanilknur_Caliskan,115,37.0,103,253,i̇stanbul
Dilan_Tursak,105,35.0,20,1,di̇yarbakir
humeyravci1,103,32.0,73,2,deni̇zli̇
eslemosman,117,189.0,306,198,i̇zmi̇r
Elifkadir,124,32.0,20,8,
yeter-yasin-efe,92,3.0,0,0,i̇zmi̇r
nalan1616,96,75.0,201,1,
yagmurr78,106,69.0,177,7,
bsrogzdlkc,110,6.0,3,2,
asli27,116,50.0,118,34,gazi̇antep
ilknur-YILDIRIM,144,79.0,154,17,
cerenemrah,122,35.0,123,170,ankara
Sibel_Tura,118,146.0,851,45,mersi̇n
Aysegul_Ekinci3,114,4.0,1,1,
semaksoybilgin,97,23.0,121,30,kocaeli̇
Kader_Karadeniz3,121,22.0,15,30,i̇stanbul
senamurvet,123,40.0,238,239,i̇stanbul
Fahriye_Ozdemir5,96,39.0,52,7,i̇stanbul
Anil_Avci,126,16.0,12,5,teki̇rdağ
benimlezzettim06,97,98.0,223,99,ankara
cennetcennet5976,96,3.0,1,1,i̇zmi̇r
Hayat_Yalcin,103,1.0,1,4,i̇stanbul
esragundesli,95,3.0,2,0,
Hava_ErucarSahin,150,23.0,65,572,ankara
CicekFatih_Aydin,116,28.0,18,5,bursa
edatas4176,102,1.0,3,1,
hanifeozdemirr,119,38.0,38,0,i̇stanbul
cancanbuse,98,16.0,14,16,
kankalgozde5475,102,69.0,61,5,i̇zmi̇r
yavuzsah,117,55.0,30,10,kirklareli̇
vpangal22,102,2.0,0,0,edi̇rne
Merve_Alan4,99,46.0,92,10,i̇stanbul
htcgrkn04,133,41.0,222,3,
neslihamidillic,107,35.0,60,9,konya
Metish,136,181.0,677,5,i̇stanbul
BuketBuket_Celik,104,1.0,0,2,mersi̇n
Busra_Aksu10,110,126.0,305,90,i̇zmi̇r
Cagla_Korkmaz2,113,37.0,38,6,bursa
sinancananyusufsami,120,32.0,10,1,
emine-sevinc,140,67.0,641,1100,
serifemazlum2130,98,70.0,66,5,
fikriye-hocalar,144,56.0,48,15,
aysenur-senel,119,60.0,215,10,i̇stanbul
Nurcan_Aytac,120,325.0,1021,108,hatay
meryembezgin,118,31.0,131,23,kayseri̇
nihal55,122,132.0,834,11,i̇stanbul
Irem_Yilmaz3,131,11.0,3,6,i̇stanbul
Yagmur_Yilmaz,150,87.0,234,41,gazi̇antep
Ozgeseyhan,112,157.0,155,76,i̇stanbul
mmuallim44,125,40.0,84,52,malatya
Nilay_HakanSoyler,128,58.0,169,91,i̇stanbul
goncakutuk,122,121.0,4349,32,i̇stanbul
64Emine64,117,39.0,750,1395,yurtdişi
elifnur1214,140,27.0,24,8,i̇stanbul
merive,133,9.0,8,4,ankara
yesevduaet,99,10.0,32,1,
Nurhan_Bayraktar,122,19.0,16,10,kocaeli̇
gtala4095,105,23.0,25,14,
Mert_Ocak,119,77.0,721,1,
irfanzehra,102,72.0,147,7,
tuisinannesi,100,16.0,11,1,
Beyza_Tuncel,113,4.0,1,0,
Huseyin_Karakurt,111,39.0,36,13,i̇stanbul
b1cangunansen,111,72.0,211,42,i̇zmi̇r
fundaozyurt58,104,55.0,415,7,konya
Asli_Tankut,125,14.0,15,14,
Sibel_Celik35,100,4.0,4,1,
busrazengin7353,101,25.0,7,3,
Tuba_TurkmenEryilmaz,123,13.0,26,12,şanliurfa
Emre_Unalan2,108,19.0,18,1,i̇stanbul
Mine_Yesil,125,55.0,128,26,
BusraKerimoglu,113,14.0,11,2,
Hulya_Karaca6,120,148.0,976,92,karaman
SedaUgur_Baltaci,115,101.0,399,15,hatay
yelizacar,141,80.0,155,7,i̇stanbul
gice,119,17.0,13,3,
Hayru_Nisa,111,139.0,906,76,i̇stanbul
kardelenbeyaz,139,75.0,42,12,
Serife_mh,102,15.0,9,6,konya
yamyami,102,18.0,33,6,muş
mutfk29,98,28.0,61,2,kocaeli̇
DuyguSinan_Sahin,118,52.0,39,4,
srplblnt,140,30.0,22,5,i̇stanbul
Imran_Firatli,112,51.0,40,1,mardi̇n
Sultan_Dundar,123,14.0,20,7,i̇stanbul
KZLRMKASLI,116,4.0,0,2,
fatmaninmutfagindan,102,41.0,38,2,eski̇şehi̇r
Nur_Turkmen15,111,10.0,14,23,konya
Akin_Acikgoz,115,55.0,82,19,
Yasemin-Erdemir,114,40.0,35,8,i̇stanbul
Ramil_Mecidov,103,18.0,25,58,yurtdişi
sudesamet,123,150.0,679,511,i̇zmi̇r
edahat,127,16.0,20,24,ankara
VolkanHediye_Bayraktar,123,47.0,52,1,yurtdişi
Seda_Koksal5,103,12.0,6,0,
Burcu_Pehlivan3,110,96.0,57,14,ankara
Emel_ElvanCetin,119,4.0,6,9,
Ibrahim_Badur,103,10.0,25,18,i̇stanbul
Sndsky,125,99.0,633,32,kahramanmaraş
kuzeyininannesi,104,38.0,28,18,kayseri̇
Esra_Yilmaz6,134,79.0,33,1,ni̇ğde
zeynep1992,121,19.0,7,2,
saniye2011,122,19.0,23,1,
gerek58,111,32.0,428,38,si̇vas
Nazife_Cinarlidere,106,4.0,2,1,eski̇şehi̇r
Tugba_Oguz8,113,4.0,7,9,
Sude_Keskinkilinc,126,57.0,67,28,i̇stanbul
hamideramazan,114,28.0,127,253,van
denizellam,104,1.0,0,0,samsun
Gizem-akarcay,122,25.0,19,10,ankara
Erkan_Kalyoncu,115,23.0,6,0,i̇stanbul
Ezel-ocel,114,41.0,57,3,malatya
salihayucedemir3029,105,16.0,34,0,
Merve_Tonbalak,117,23.0,30,37,i̇stanbul
nebik,114,22.0,12,2,i̇stanbul
Sahadet_Yilmaz,120,11.0,6,19,
Gonca_Altan2,119,48.0,110,11,yurtdişi
Mehmet_Ilbasi,118,9.0,7,12,kayseri̇
Glistan,137,5.0,31,12,
sevim4747,106,26.0,177,7,mardi̇n
nuurr14,107,50.0,42,53,mersi̇n
ArinSara,108,60.0,121,8,batman
Fgs_Gul,109,190.0,1375,234,adana
patika,127,104.0,707,6,i̇stanbul
srrsm,119,7.0,25,4,
Kismet_Acar,117,17.0,9,3,
Ebru1042,114,59.0,82,3,i̇zmi̇r
MehmetEsra_Yuzugullu,119,29.0,44,34,elaziğ
perfectmeal,112,57.0,78,17,
harikaenfes,107,5.0,7,23,
nadianne,114,5.0,21,124,
SnSny,110,120.0,88,3,iğdir
IREMECEM,133,20.0,26,16,
Merve_Yilmaz50,122,45.0,64,1,i̇stanbul
ezoptr,108,7.0,8,3,i̇zmi̇r
maverda,123,152.0,712,27,
Mustafa_Tulumbaci,119,6.0,29,24,nevşehi̇r
nlyvz,131,31.0,33,18,bursa
mervefeyza,118,26.0,110,233,i̇stanbul
aliosmannx,111,22.0,178,226,deni̇zli̇
zeynepcelezzetler,110,222.0,489,18,i̇stanbul
ayshsyn,119,9.0,56,6,
smrymlk,130,45.0,32,21,mersi̇n
Gulcan_Oguz3,111,23.0,31,9,
alieminegokmen,114,46.0,57,17,erzi̇ncan
Ozlem_Sevimli2,131,270.0,230,0,i̇stanbul
Firfirin_Aski,111,24.0,59,10,bursa
aysekbrerdogan,110,2.0,2,0,
Yasemin_Kongu,124,1.0,0,5,
begumerbaykent,112,14.0,7,12,i̇zmi̇r
sevilayaltun,121,80.0,96,4,i̇stanbul
nur-nurbanu,124,15.0,24,5,yurtdişi
Medesu,123,4.0,11,8,
Anastasia_Almas,112,14.0,13,1,i̇stanbul
gulendammm,111,7.0,10,2,mardi̇n
sevcandemirhan61gmail-com,113,26.0,19,7,
gunay-cb,123,103.0,90,41,i̇stanbul
elfingy,114,11.0,7,5,
Emel_Mutluer,120,50.0,101,37,i̇stanbul
Serife_Esen,137,74.0,61,22,konya
BETUL-ABBASIOGLU,123,29.0,76,4,
yemekcanavari3,117,56.0,227,51,
birdilimandboutiqueblog,112,10.0,20,0,
xesa,116,43.0,114,12,adiyaman
123456dnz,131,165.0,302,12,i̇stanbul
Mehmet_Celik5,127,13.0,29,0,i̇stanbul
Turkan_Aydin7,124,8.0,7,8,samsun
Ebru_Goncu,128,14.0,12,26,
hzlts,114,1.0,0,2,
umranzlha,115,17.0,44,40,i̇stanbul
sdysnn,116,9.0,5,1,elaziğ
Handan-yerlitas,114,29.0,30,1,ankara
yurdaglhande,114,1.0,0,2,balikesi̇r
nisaduru,115,23.0,18,6,
nurdan-kuscu,119,4.0,1,9,ankara
dondus,117,125.0,148,50,
Gamze_Duman2,127,38.0,57,11,i̇stanbul
Ahmet_Ciftcioglu,117,27.0,49,15,di̇yarbakir
Hazal_Caliskan,121,4.0,2,0,konya
lalesarier,114,6.0,6,3,i̇stanbul
Evrem_Askaya,116,150.0,177,6,yurtdişi
namenisa,130,58.0,144,7,
Ayla_Tekeli,121,36.0,26,20,i̇stanbul
emel.yavuz,130,162.0,228,133,i̇stanbul
goside,118,63.0,193,4,
yarenen,115,22.0,24,2,
kayamehtap,115,18.0,57,7,kayseri̇
Tenzile-Topcu,115,2.0,5,5,
Gorkem_Beklin,115,1.0,0,0,
Emre_Aysan,126,31.0,37,13,adana
nil-selcuk,117,4.0,0,1,
01adn,120,106.0,293,17,adana
Engin_Gultekin2,122,1.0,1,4,
Hira44,127,21.0,36,32,malatya
onna,124,42.0,37,30,ankara
gkcozcn,131,112.0,2035,62,ankara
rumeysaelmas,119,1.0,2,10,
nemircan,124,14.0,13,9,
alp41,120,39.0,25,7,kocaeli̇
marka,119,28.0,20,18,
Kubram_Ben,125,3.0,4,7,
nilin-mutfagi,118,21.0,11,2,
Merveterzi,119,24.0,47,5,teki̇rdağ
asma-ahmad,147,21.0,8,7,
mgzm,119,1.0,0,0,
Bermal_Dogri,119,8.0,54,73,di̇yarbakir
gonca1985,118,39.0,60,18,
sebnem34,119,51.0,56,22,gi̇resun
nurhancan,118,14.0,24,45,
ilknur-33,119,43.0,343,6,
Zeynep_YamanKarababa,122,1.0,1,7,
Guliz_Kanmis,125,11.0,7,2,
mukerrem27,122,11.0,14,12,sakarya
Nazmiye_Ilkin,128,9.0,11,20,bursa
Cagla_Adanali,120,1.0,4,3,
Yavuzuhal_Tasdemir,121,63.0,823,6,
Nazli_Bahar,130,12.0,50,2,mardi̇n
Gamzemira,121,39.0,64,30,
Seyma_Veysel,123,2.0,5,0,bi̇tli̇s
ercankes,119,3.0,0,4,
selmi,137,56.0,159,42,i̇stanbul
crax,120,170.0,256,21,mani̇sa
yemeklerim52,130,155.0,5494,9,ankara
ilknurun-tarifleri,119,2.0,2,2,
Gulfidan_Tulum,119,62.0,47,5,
revanalp,121,89.0,550,58,ni̇ğde
umitkirar,119,29.0,17,1,eski̇şehi̇r
ismailsaki-nin-annesi,121,22.0,192,40,balikesi̇r
EcemNur_Car2,124,9.0,2,0,
eda78,123,50.0,71,0,karabük
minik_tarifler,3,26.0,14,2,i̇stanbul
dilan_1104,29,5.0,5,2,i̇stanbul
Sevda_GurBastas,130,6.0,14,12,
Aysenur_Akbulak,119,37.0,58,11,i̇stanbul
blnt,124,2.0,3,4,eskişehir
birgula,23,6.0,11,2,
Koftedji,60,6.0,9,2,
Yasemin_Pasay,127,17.0,19,38,bursa
Seyda_Kaya9,107,2.0,2,0,
leylabagci,2,8.0,6,0,
nytuser_nurullahdivan_7035,20,1.0,2,2,adana
_merve___,25,14.0,8,3,
zeynikey,63,1.0,3,1,
semayeken,33,9.0,10,0,çorum
ebruakbulat,4,14.0,4,3,i̇stanbul
artemiss,119,61.0,2813,97,
meryem-keskin-zeybek-2816,52,3.0,5,2,
dilara23,134,38.0,214,18,hatay
nytuser_gamzecakmak_1509,21,4.0,1,1,
nytuser_seydakolsuz_2160,16,6.0,7,4,gaziantep
tucedeniz,73,15.0,23,3,i̇stanbul
Merve_Korkmaz52,90,75.0,142,32,şanliurfa
aksedef,75,14.0,94,14,di̇yarbakir
Devrim_00,3,9.0,4,2,batman
goog_c821503c406e,32,12.0,8,7,
aybikeozkan,7,17.0,4,7,i̇stanbul
hanifekucuk,3,1.0,3,1,çorum
nytuser_yeteryalcin_4244,26,5.0,29,9,bursa
bilgesara,75,25.0,29,57,elazığ
senayesilyurtturan,24,8.0,5,4,i̇stanbul
ozlemibrikci,3,1.0,1,0,
fnutcbkc,12,1.0,3,3,gaziantep
Hafize-Akyuz,114,6.0,5,1,
feslegen19,84,15.0,417,569,antalya
semanurkocer,6,2.0,3,1,
asyaa02,42,5.0,4,1,i̇stanbul
ceeydaaa,88,3.0,1,1,
elif1220,103,72.0,27,10,bursa
Sympkn,111,3.0,6,0,i̇stanbul
busekaya_5646,32,5.0,4,0,i̇stanbul
yagmuryildiz_3072,5,3.0,2,3,ankara
Leyla_Yusuf,103,7.0,8,2,gazi̇antep
neslihanozcan_7039,5,1.0,1,0,
Kamelyalikadin,117,40.0,33,0,ankara
nytuser_hamidenavruz_9399,11,4.0,11,63,elaziğ
esra2909,67,17.0,25,14,erzurum
ebruorun,6,14.0,14,0,
mavicefly,107,4.0,5,3,
cileklisi,18,22.0,13,1,
kemaloglu,54,6.0,11,1,erzurum
fadime_demir8715,6,2.0,3,0,
nidaildere,6,3.0,1,0,
ummualadag_1001,39,26.0,78,2,konya
humeyramalat,42,6.0,3,5,i̇stanbul
asyaaa_7656,6,1.0,1,0,
narinozturk27,100,4.0,4,4,gazi̇antep
_dilandaglar_5941,8,5.0,9,0,i̇zmi̇r
nytuser_nurcanguzel_3123,11,6.0,5,0,
YelizinTarifleri39,22,7.0,6,3,
goog_aff5e34882b1,36,2.0,3,8,
esra-cina-8892,48,6.0,5,6,yurtdişi
aysenuraydinn_1818,7,1.0,1,0,i̇stanbul
zehray86,68,8.0,11,2,karaman
nytuser_serpiler_9568,8,4.0,7,0,
kahveeblog,55,25.0,16,4,ankara
nobody3,32,3.0,2,1,
Barisfidan,26,9.0,7,15,
SaadetCeylan,8,13.0,2,13,bursa
sevo13sevo,55,4.0,5,3,
tulaylmz,49,3.0,3,0,
nytuser_fatmakaradag_4953,8,12.0,13,1,şanliurfa
secilsyl,9,4.0,2,0,
ayrisablaninmutfagi,61,25.0,12,4,i̇stanbul
drytcyldz,79,82.0,62,0,i̇zmi̇r
akevser,96,22.0,17,4,konya
tugceeren10,18,9.0,13,6,
yuvam_kitchen10,59,10.0,24,178,
elfbkr_5627,22,4.0,3,2,ankara
meruwent,92,30.0,30,3,i̇stanbul
hatice0188,124,3.0,9,5,
emine0629,21,23.0,7,2,ankara
mihriban_02,43,13.0,27,36,van
nytuser_ipek_7485,10,11.0,19,41,
ayse,191,14.0,886,155,i̇stanbul
GizemKosucu,126,82.0,3008,20,i̇zmi̇r
mandalinayimcanim,9,10.0,5,0,i̇stanbul
nytuser_zeyneparslan_2149,16,4.0,1,7,yurtdişi
olcasagun,63,4.0,6,10,
pinar_cibak9562,11,8.0,3,2,
Elif_Denizlioglu,96,6.0,3,9,afyon
beyzasahinli,75,45.0,39,28,
Simge_Uyar,87,10.0,9,2,i̇zmi̇r
edanur-ozen-1062,49,7.0,10,7,i̇zmi̇r
osllem83,72,24.0,20,10,i̇stanbul
goog_782228f0ad09,31,1.0,1,1,i̇stanbul
asumank,130,30.0,49,16,
ask_ne_demek,126,22.0,13,16,
iremakdogan_2910,18,7.0,1,0,
Suheyda_Yasar,117,21.0,13,12,gazi̇antep
yeliz23,131,29.0,16,13,
nrbc,77,2.0,1,4,kocaeli̇
nytuser_iremkocak_1133,15,8.0,6,0,hatay
arshub,107,37.0,35,22,
nfycl,120,10.0,17,20,
tugba-ertas-3155,49,7.0,4,4,i̇stanbul
nytuser_tubanuronalan_5555,12,15.0,27,14,bi̇ngöl
esra-ovac-k,117,8.0,17,15,i̇stanbul
goog_99ac85448b57,48,19.0,9,1,trabzon
gizemcetiin1,32,19.0,26,3,çanakkale
AysenurAltayAltay,23,8.0,7,7,
SelinCagla,39,8.0,18,76,teki̇rdağ
nytuser_tugbavuran_5261,22,1.0,0,0,
nytuser_ilaydayazici_3248,20,4.0,3,0,
nytuser_haticekubrakavu_4109,19,107.0,523,6,i̇stanbul
BurcininElinden,14,16.0,24,11,ankara
_busrasahin_,13,1.0,2,2,
nytuser_betulguler_5904,47,6.0,9,21,
beyzayalcinn,14,15.0,5,0,bursa
selcem33,108,1.0,4,1,
Asiye_Camli2,39,29.0,67,11,ankara
nytuser_handeakar_6688,18,2.0,3,2,
umitsukranyaylali_2146,38,9.0,21,14,
denizaksoy,126,2.0,24,68,
Beyza_Ozcan9,69,29.0,29,14,mersi̇n
nazlinin-yemekleri,125,161.0,692,80,
ebruwaysofcooking_,65,83.0,97,4,
esraozkum,120,33.0,20,12,i̇stanbul
nytuser_caglasgrc_8943,25,6.0,3,1,adana
nytuser_eminekalin_1258,18,4.0,13,6,yurtdişi
nytuser_meryem_9885,14,21.0,11,0,i̇zmi̇r
goog_290584eb452e,30,1.0,0,0,
18ranaa18,14,2.0,1,2,çankiri
merilhan,95,35.0,90,188,deni̇zli̇
elyesablog,15,8.0,6,1,
Yasemin_Akin14,88,3.0,3,1,antalya
nytuser_esmanur_4449,16,3.0,5,19,i̇stanbul
aysegul8911,119,245.0,486,55,çanakkale
theogsan,15,1.0,0,0,
FundaOzencInce,119,2.0,7,11,
obsesifkompulsif,85,78.0,70,18,adana
sedos11,66,13.0,9,2,
cidosun-mutfagi,73,15.0,29,52,adana
Tugcemce,15,3.0,0,3,
nytuser_nazsafa2020_2467,15,1.0,19,93,
tugcedurak,107,10.0,7,2,i̇zmi̇r
basakdoga,76,15.0,10,1,
Kubra_Akbal,124,2.0,0,0,ankara
gurmeninyemekleri,16,13.0,5,4,ankara
buyrun_dunyama,31,195.0,1341,11,gazi̇antep
Laetitiac,111,29.0,39,0,yurtdişi
hanimsimsek,75,7.0,12,7,
sadik_serkan_guner7221,16,2.0,2,1,kocaeli̇
gnyebrutatar,86,3.0,3,7,teki̇rdağ
latenfecir,143,2.0,4,6,
enedemdef,16,10.0,4,1,
Lezetlitarifler61,52,28.0,13,2,kars
basak_9225,31,10.0,19,23,di̇yarbakir
ruken_trn1676,16,3.0,0,1,
Bidolulezzet,39,13.0,11,7,ağri
melike07,152,11.0,15,6,
secildemirtas,37,42.0,17,0,adana
rumeysa_ermelek,16,2.0,1,0,
acvedoymayan,27,1.0,2,3,
sevdaagoroglu,25,47.0,60,129,i̇stanbul
nytuser_mukadderceren_2466,16,1.0,1,0,
nazyusuf,37,22.0,23,39,
Esin_Koc5,88,3.0,2,1,antalya
Elif_Cakmak21,107,11.0,3,2,sakarya
yaseminyanardag_9018,33,6.0,8,9,i̇stanbul
sifahanim,77,13.0,13,2,
chef_baharyoyen_2144,25,21.0,18,4,i̇stanbul
Seren_Ozcan,65,5.0,6,6,aydin
fatmanurturkan_9256,41,18.0,26,4,hatay
gamze-yle,61,37.0,35,13,i̇stanbul
nytuser_elanurcakir_4867,18,17.0,37,3,
nurisena,81,3.0,12,63,i̇stanbul
beriremeryem,53,23.0,52,6,i̇stanbul
nytuser_ebrukocatoros_5621,20,4.0,6,3,kocaeli̇
busratnrkl,119,11.0,28,35,karaman
Gulsah_Gokturk,76,8.0,4,1,bursa
melisa_demirci9827,38,4.0,1,1,muğla
eceildiri,108,19.0,27,31,i̇zmi̇r
elifiremgrs,87,24.0,81,2,ankara
Hacer_Yilanci,62,24.0,101,5,eski̇şehi̇r
burcu_turkmen8987,20,19.0,41,1,i̇stanbul
nytuser_esragezer_8714,19,18.0,21,5,gazi̇antep
salihsuna,100,30.0,11,4,
nytuser_velicanbaz_0685,21,4.0,1,0,
nytuser_sezinsezer_0656,27,3.0,1,0,
emraheda,92,3.0,40,41,hatay
drayserap80,104,22.0,68,8,i̇stanbul
nytuser_aslancelik_9015,26,4.0,5,0,
benolcusuzyapiyorum,19,2.0,6,1,
Derin33,41,14.0,20,35,mersi̇n
nytuser_rahimebozacioglu_0768,22,6.0,5,1,kocaeli̇
Muhammedbsra,37,3.0,6,3,si̇i̇rt
linanin_incileri_8467,21,5.0,0,0,
aysenuracarrr,70,7.0,8,3,ankara
yasemincagliyan,68,8.0,4,0,adana
kirmizicorap,100,7.0,45,0,i̇stanbul
nytuser_niltolay_5845,46,5.0,9,3,
Canan_Timur,113,2.0,0,0,
bbaytur,24,10.0,61,0,
nytuser_prensannesi_1430,20,5.0,3,4,i̇stanbul
nytuser_filizyenigun_2540,15,4.0,9,28,
fatmanurrs,62,3.0,13,1,konya
dokuyucumerve,14,4.0,10,2,i̇stanbul
resatsonmez,5,7.0,8,3,gaziantep
annelikonline,94,19.0,53,1,
melekalan_1060,3,2.0,5,2,
Melike_Sarikayak,119,11.0,20,24,i̇stanbul
zeynepbuse_3682,2,3.0,5,1,
handeacar16,33,32.0,113,59,bursa
Sinem_Topal5,117,1.0,1,1,
neziheecer,1,6.0,8,7,erzurum
destegunaydin_24,29,40.0,51,37,erzincan
Ceren_Eroglu3,111,5.0,18,41,çanakkale
haticeyilmazdemir_6640,42,18.0,10,13,
elaa_9068,6,3.0,11,9,
tatlarkahveli,2,5.0,92,2,kırıkkale
OkHs,107,4.0,3,0,samsun
nytuser_aaysglklncc,19,2.0,5,3,şanlıurfa
LGul_Erkan,127,14.0,43,4,i̇zmi̇r
inci02,113,60.0,147,4,di̇yarbakir
nytuser_esmasaglam_3431,8,1.0,2,1,çorum
AliyeAymak_Cidik,34,11.0,6,6,tokat
esra-akdogan-0707,53,3.0,3,1,şanliurfa
nytuser_semabeydemir_0298,20,1.0,3,3,gaziantep
semanurtunc,3,14.0,67,5,mersin
Sevinc_Ersoz,144,5.0,3,1,
zehraaozcannn,16,7.0,7,0,
goog_2d66c0150a74,37,5.0,9,10,
suriss,3,1.0,2,0,
_fatma_0907,14,11.0,4,2,
halimekaya_3045,2,4.0,7,16,
cennetcaliskan_2111,4,27.0,30,1,
Bahar_Kubur,128,99.0,288,36,deni̇zli̇
nytuser_ibra_1138,10,1.0,1,0,
nytuser_nevsekarakas_7253,10,2.0,3,3,
mutfakcaadisi,3,1.0,1,0,
bloogsekeri,25,16.0,19,2,ordu
ruveydasimsk,54,3.0,4,2,konya
Goksel_Cocelli,112,6.0,7,11,
DefneveDurununAnnesi,10,6.0,3,0,
dilara_erz,3,4.0,1,9,
sinemckr,110,8.0,10,6,samsun
nytuser_kaya_1435,25,2.0,1,0,
Cigdem_Altindas,60,12.0,83,11,i̇stanbul
Ozlem_Seref3,57,3.0,4,1,
mizginkaraz,3,3.0,7,4,i̇stanbul
sedefnisa,4,1.0,3,0,
zelihabozok,5,4.0,4,0,ankara
null1,94,6.0,8,9,i̇stanbul
bsrmade,4,10.0,14,0,
Hatice_Caliskan41,86,2.0,3,4,
pamukirem,124,11.0,14,7,balikesi̇r
nghozbk,115,12.0,300,16,kocaeli̇
fatma67067,60,92.0,186,108,zonguldak
nytuser_rumeysanurozcel_6414,15,1.0,4,1,bursa
hatice-toprak,115,11.0,70,83,
meryem-karatas-0289,43,6.0,5,9,
MelikeEceYilmaz,138,22.0,22,32,samsun
yukselinsunumu,6,7.0,3,6,
VildanKirbac8198,102,70.0,55,41,gazi̇antep
melike-yavuz-7261,51,3.0,1,0,kayseri̇
dilek_7802,6,6.0,6,2,i̇stanbul
edailsln,7,11.0,5,2,
nytuser_emel_0710,24,12.0,9,1,bi̇tli̇s
aylincelezzetler,6,3.0,6,1,
semaskitchen,44,14.0,21,0,aydin
Ayca_ErdoganTezcan,45,2.0,5,8,
Merve_KcygtByzn,108,24.0,23,6,kocaeli̇
hakan_4691,6,1.0,3,0,
balbadems,68,5.0,23,14,
tubabahadir92,67,4.0,8,8,
ozlemhan1983,102,14.0,45,15,i̇stanbul
Funda_Guduru,108,3.0,10,32,giresun
zeynep-celik-3253,55,2.0,9,2,
szm,125,11.0,12,0,
Akademisyen_sef,7,4.0,1,0,
oznurguler0,25,1.0,1,0,i̇stanbul
BUSRA_Dal7,45,3.0,11,0,i̇stanbul
gizemgulll12,7,2.0,1,0,
Yenigelincikasya,20,5.0,4,2,kayseri̇
nytuser_gokceyavuz_2254,17,6.0,6,15,
Bahar_Daskin,127,6.0,7,10,
nytuser_kadertemel_0358,9,4.0,3,3,i̇zmi̇r
benanbf,8,1.0,1,0,
nytuser_medinesevim_2292,16,5.0,4,1,
nilyroutine,8,1.0,1,0,
slngkhn18,90,226.0,207,8,teki̇rdağ
nytuser_zeynepataer_5120,13,15.0,23,23,şanliurfa
nytuser_dilarabeygo_9850,10,28.0,15,2,
nytuser_deryayildirim_6701,15,1.0,5,2,bursa
fahriyoruk,113,10.0,12,9,mani̇sa
nytuser_medinevolkanhan_0762,17,1.0,4,0,yurtdişi (almanya)
